Days,Show (MG8),Media Views,Play Duration - Decimal (minutes),Media Views
2020-12-08,Wilder,388,12409,388
2020-11-16,Station Horizon,388,9251,388
2020-11-15,Gotthard,388,8009,388
2021-01-17,Cellule de crise,386,9564,386
2020-12-19,Quartier des banques,384,11509,384
2020-11-09,Helvetica,384,7952,384
2021-02-17,Die göttliche Ordnung,384,7163,384
2020-12-03,Wilder,383,12623,383
2021-01-05,Eden für jeden,383,11533,383
2020-11-09,EMS-Chemie – Dunkle Helfer nach dem Zweiten Weltkrieg,383,5499,383
2020-12-10,Wilder,382,13091,382
2020-12-04,Wilder,381,13065,381
2020-12-16,Wilder,381,11556,381
2020-12-19,Nr. 47,381,6119,381
2020-12-24,Cellule de crise,380,11024,380
2021-02-10,Das Fräuleinwunder,380,9178,380
2021-01-09,Mary Queen of Scots,380,7317,380
2020-12-17,Wilder,379,12304,379
2020-12-03,Frieden,379,9510,379
2021-01-30,Frieden,379,9510,379
2020-11-07,Das Virus und wir,379,1584,379
2021-01-11,Frieden,376,9478,376
2020-11-15,Helvetica,375,7482,375
2021-01-05,Cellule de crise,373,8550,373
2020-11-24,Seitentriebe,373,5075,373
2020-12-24,Frieden,369,8538,369
2021-02-06,Seitentriebe,369,5615,369
2020-11-12,Der Kreis,369,5544,369
2021-01-10,Cellule de crise,368,9978,368
2021-01-03,Nacht in der Schweiz,366,8426,366
2021-01-20,Seitentriebe,366,6022,366
2020-12-28,Advent; Advent,366,4261,366
2020-12-16,Metta da fein,366,3998,366
2021-02-10,Die göttliche Ordnung,365,8769,365
2020-11-09,Zabardast: journal intime en haute altitude,365,4831,365
2020-11-08,Viehjud Levi,363,1825,363
2021-01-09,Eden für jeden,362,12214,362
2021-02-13,Tandoori Love,361,11792,361
2020-11-19,Quartier des banques,361,8930,361
2021-02-19,Seitentriebe,360,5289,360
2021-01-10,Mary Queen of Scots,359,7805,359
2021-01-01,Break-Ups,359,851,359
2021-02-18,Seitentriebe,358,5269,358
2020-12-08,Frieden,357,10288,357
2021-01-25,Seitentriebe,357,6309,357
2020-12-21,Metta da fein,357,3539,357
2020-12-18,Wilder,355,11437,355
2021-01-04,Cellule de crise,355,10828,355
2021-02-03,Seitentriebe,355,5831,355
2020-12-18,Metta da fein,355,4095,355
2021-01-15,Frieden,354,10423,354
2021-02-12,Tandoori Love,353,10159,353
2021-01-27,Anomalia,352,4081,352
2021-03-06,In cammino sul crinale,352,3914,352
2021-01-03,Break-Ups,352,846,352
2021-01-23,Haute route d hiver,351,4889,351
2021-03-02,Quartier des banques,351,4508,351
2020-12-23,Titeuf; le film,350,3776,350
2020-12-17,Cleveland versus Wall Street,349,1928,349
2020-11-10,Die Buchenwald-Kinder – Eine Schweizer Hilfsaktion,346,6418,346
2020-12-22,Quartier des banques,345,10437,345
2020-11-14,Gotthard,345,6738,345
2021-01-21,Seitentriebe,345,5626,345
2021-01-06,Cellule de crise,343,8613,343
2020-11-12,Arthur,343,962,343
2021-01-10,Eden für jeden,342,12868,342
2020-12-13,Quartier des banques,342,11338,342
2021-01-07,Cellule de crise,342,10089,342
2021-01-07,Mary Queen of Scots,342,6442,342
2021-02-07,Quartier des banques,341,12445,341
2020-12-18,Seitentriebe,341,5613,341
2020-12-09,Space Tourists,340,3845,340
2020-12-01,Advent; Advent,339,3426,339
2021-02-03,Cellule de crise,338,6764,338
2021-02-22,Seitentriebe,338,4268,338
2020-12-05,Advent; Advent,338,3515,338
2020-11-29,Seitentriebe,337,5231,337
2020-12-04,Sur tous les fronts avec le CICR,337,2759,337
2020-12-15,Wilder,336,13586,336
2020-11-09,Gotthard,336,5726,336
2020-12-30,Quartier des banques,335,10454,335
2021-03-13,Frieden,334,3963,334
2020-12-12,Quartier des banques,332,9350,332
2021-01-08,Mary Queen of Scots,332,7203,332
2021-01-27,Haute route d hiver,332,3165,332
2021-02-04,Das Fräuleinwunder,331,9601,331
2020-11-21,Quartier des banques,331,8417,331
2020-11-22,Quartier des banques,331,8386,331
2021-03-14,Quartier des banques,331,7159,331
2021-02-25,Pandemie,330,6322,330
2020-12-21,Seitentriebe,330,4743,330
2020-12-05,Quartier des banques,329,9565,329
2021-01-12,Frieden,329,9191,329
2020-12-31,Cellule de crise,329,8750,329
2020-12-19,Roiber und Poli,329,1858,329
2021-01-02,Nacht in der Schweiz,328,7964,328
2020-12-12,Seitentriebe,327,4693,327
2020-11-29,Quartier des banques,326,10339,326
2020-11-30,Quartier des banques,326,8471,326
2020-11-25,Seitentriebe,326,5248,326
2021-01-23,Anomalia,326,4314,326
2021-01-16,Cellule de crise,325,9386,325
2020-11-28,Quartier des banques,325,8822,325
2021-02-24,Electroboy,325,7850,325
2020-12-22,Seitentriebe,325,5292,325
2020-11-09,Frontaliers Disaster,325,4932,325
2021-02-27,Seitentriebe,325,4434,325
2021-03-05,Seitentriebe,325,3600,325
2020-11-07,Hausärzte,325,502,325
2020-11-11,Helvetica,324,6141,324
2020-11-22,Bâtards,324,1843,324
2020-12-05,Seitentriebe,323,5050,323
2020-12-09,Advent; Advent,323,3575,323
2020-12-26,Der Teufel von Mailand,322,8057,322
2020-12-17,Quartier des banques,321,8568,321
2020-11-28,Seitentriebe,321,5523,321
2020-11-15,Anomalia,321,5057,321
2021-01-17,Anomalia,321,3354,321
2020-11-07,Complices,320,6103,320
2021-03-15,Der Gast,319,6754,319
2021-01-24,Haute route d hiver,318,4506,318
2020-11-14,Anomalia,318,4409,318
2021-01-26,Anomalia,318,4067,318
2020-12-14,Quartier des banques,316,9560,316
2020-12-23,Seitentriebe,315,5164,315
2021-03-04,Seitentriebe,315,4216,315
2021-01-06,Eden für jeden,314,8747,314
2021-02-28,Seitentriebe,314,4110,314
2020-11-16,Zabardast: journal intime en haute altitude,312,1737,312
2021-03-07,Der Gast,311,6594,311
2020-12-17,Seitentriebe,311,4943,311
2020-11-08,Anomalia,311,4383,311
2020-12-27,Der Teufel von Mailand,309,9808,309
2020-12-20,Der Postraub des Jahrhunderts,309,8219,309
2020-12-02,Advent; Advent,308,2878,308
2020-11-13,Helvetica,307,5876,307
2020-11-13,Anomalia,306,4368,306
2020-12-24,Advent; Advent,306,3629,306
2020-11-12,Helvetica,305,5964,305
2020-11-30,Seitentriebe,305,4962,305
2021-02-21,Seitentriebe,305,4387,305
2021-01-27,Haute route dhiver,305,3358,305
2021-02-05,Seitentriebe,304,5373,304
2021-01-31,Frieden,302,10006,302
2021-03-13,Der Gast,302,8017,302
2020-11-14,Helvetica,302,6177,302
2020-11-27,Seitentriebe,302,4616,302
2021-01-20,Anomalia,302,3831,302
2020-11-18,Ondes de choc - Journal de ma tête,302,700,302
2021-02-08,Seitentriebe,301,5367,301
2020-12-25,L heure du secret,300,7803,300
2020-11-10,Helvetica,300,5670,300
2020-12-23,Quartier des banques,299,9944,299
2020-12-06,Seitentriebe,299,4933,299
2021-01-06,L heure du secret,298,5935,298
2020-11-10,EMS-Chemie – Dunkle Helfer nach dem Zweiten Weltkrieg,297,5519,297
2021-03-09,In cammino sul crinale,297,3572,297
2020-12-17,Metta da fein,297,3297,297
2020-11-17,Clay Regazzoni - Leben am Limit,297,3286,297
2020-11-20,War Photographer,297,2503,297
2021-03-13,Seitentriebe,296,3608,296
2020-12-23,Cleveland versus Wall Street,295,1465,295
2021-03-08,In cammino sul crinale,294,3524,294
2021-02-06,Quartier des banques,292,9015,292
2021-02-07,Frieden,292,8809,292
2020-11-08,Akte Grüninger,292,4708,292
2021-03-10,In cammino sul crinale,292,3142,292
2020-12-31,L heure du secret,291,6559,291
2021-02-04,Seitentriebe,291,5049,291
2021-01-26,Haute route dhiver,291,2208,291
2021-02-08,Quartier des banques,290,8691,290
2021-01-08,Cellule de crise,290,8222,290
2021-02-18,La grande histoire du ski,290,7829,290
2021-01-15,Anomalia,290,3112,290
2021-02-21,Die göttliche Ordnung,289,10540,289
2021-01-11,Cellule de crise,289,7700,289
2020-12-19,Güsel - Die Abfalldetektive,289,1992,289
2020-11-23,Quartier des banques,288,6932,288
2021-01-05,Nacht in der Schweiz,286,5605,286
2021-03-08,Home,286,5271,286
2021-03-22,Es geschah am hellichten Tag,286,4715,286
2020-11-16,Helvetica,285,5537,285
2020-11-16,Der letzte Weynfeldt,285,2048,285
2021-03-23,Es geschah am hellichten Tag,284,4324,284
2020-12-25,Der Teufel von Mailand,283,9308,283
2021-02-12,Rosie,283,4663,283
2021-03-16,Beyond Boobs,283,3899,283
2021-01-14,Frieden,282,8840,282
2021-03-06,Der Gast,282,8602,282
2021-01-18,Cellule de crise,282,7782,282
2021-01-12,Mary Queen of Scots,282,6128,282
2021-03-14,Auf und davon,282,5674,282
2021-01-09,Cellule de crise,281,8594,281
2021-03-13,Quartier des banques,281,5678,281
2020-12-15,Seitentriebe,281,3993,281
2021-01-16,Anomalia,281,2225,281
2021-01-05,L heure du secret,280,6029,280
2020-11-13,Die Buchenwald-Kinder – Eine Schweizer Hilfsaktion,280,4599,280
2021-03-07,Seitentriebe,280,3407,280
2021-01-07,Quartier des banques,278,9067,278
2020-12-27,Port d attache,277,8015,277
2021-01-13,Frieden,277,7532,277
2021-03-02,Seitentriebe,277,3648,277
2020-11-11,Boys Are Us,277,3358,277
2021-03-09,Seitentriebe,276,3062,276
2021-03-02,Tatort - Kriegssplitter,275,316,275
2021-01-04,L heure du secret,274,6105,274
2021-03-24,Es geschah am hellichten Tag,274,3916,274
2021-01-05,Quartier des banques,273,8188,273
2021-03-04,Home,273,5859,273
2020-11-18,Helvetica,273,5723,273
2021-01-24,Anomalia,273,3557,273
2021-01-10,Quartier des banques,272,8529,272
2020-11-20,Quartier des banques,272,6851,272
2021-03-11,Quartier des banques,272,5744,272
2020-12-30,Titeuf; le film,272,4050,272
2021-01-08,Eden für jeden,271,9289,271
2021-01-09,L heure du secret,271,5597,271
2020-11-07,«Rega 1414 – Der Film»,271,4497,271
2021-03-03,Seitentriebe,271,3607,271
2020-11-11,EMS-Chemie – Dunkle Helfer nach dem Zweiten Weltkrieg,270,6081,270
2021-01-07,L heure du secret,270,4934,270
2020-11-26,Seitentriebe,270,4242,270
2021-02-26,Seitentriebe,270,3108,270
2021-02-23,Seitentriebe,269,3951,269
2021-01-23,Haute route dhiver,269,2583,269
2020-11-20,Un juif pour l exemple,269,544,269
2021-02-09,Seitentriebe,268,4844,268
2020-11-19,Clay Regazzoni - Leben am Limit,268,4413,268
2020-12-10,Space Tourists,268,2827,268
2020-11-19,Double vie,267,6641,267
2020-12-14,Seitentriebe,267,4468,267
2020-12-09,Seitentriebe,267,3942,267
2021-01-08,Quartier des banques,266,8992,266
2021-02-14,Tandoori Love,266,8301,266
2020-11-24,Quartier des banques,266,6737,266
2020-12-26,Le nevi della seta,266,4718,266
2020-12-04,Quartier des banques,265,7665,265
2020-11-11,Die Buchenwald-Kinder – Eine Schweizer Hilfsaktion,265,5085,265
2020-12-31,Quartier des banques,264,8976,264
2021-01-23,Quartier des banques,264,8191,264
2020-11-23,Bâtards,264,1361,264
2021-01-17,Quartier des banques,263,8274,263
2021-01-19,Quartier des banques,263,7537,263
2021-01-12,Cellule de crise,263,6811,263
2021-02-04,La grande histoire du ski,263,2410,263
2020-12-04,Advent; Advent,263,2118,263
2021-01-31,Quartier des banques,262,8967,262
2020-12-06,Quartier des banques,262,7902,262
2021-01-24,Frieden,262,6632,262
2021-03-18,Liebe und andere Unfälle,262,6295,262
2020-11-07,Station Horizon,262,3904,262
2021-03-05,In cammino sul crinale,262,3035,262
2021-01-30,Cellule de crise,261,7893,261
2021-03-12,Mary Queen of Scots,261,7131,261
2021-02-14,Frieden,261,6694,261
2020-12-16,Quartier des banques,260,8346,260
2021-02-01,Frieden,260,7686,260
2021-01-29,Frieden,260,7644,260
2021-01-23,L heure du secret,260,6531,260
2021-02-10,Seitentriebe,260,3930,260
2020-12-18,Quartier des banques,259,8220,259
2020-11-12,Die Buchenwald-Kinder – Eine Schweizer Hilfsaktion,259,5317,259
2021-03-13,Auf und davon,259,4396,259
2020-12-04,Seitentriebe,259,4058,259
2021-01-24,L heure du secret,258,6395,258
2020-12-26,Clara und das Geheimnis der Bären,257,6016,257
2020-12-03,Quartier des banques,256,6615,256
2020-12-01,Quartier des banques,256,6320,256
2021-02-28,Quartier des banques,255,7255,255
2021-03-16,Quartier des banques,255,5178,255
2020-11-13,Station Horizon,255,4287,255
2020-12-29,Advent; Advent,255,3455,255
2021-01-16,Quartier des banques,254,8036,254
2021-03-07,Quartier des banques,254,5889,254
2021-03-12,Quartier des banques,254,5573,254
2020-12-08,Space Tourists,254,4585,254
2021-02-20,Seitentriebe,254,3617,254
2020-12-12,Roiber und Poli,254,1380,254
2020-11-22,Helvetica,253,6288,253
2020-11-17,Helvetica,253,6000,253
2020-11-07,Akte Grüninger,253,4142,253
2021-01-06,Quartier des banques,252,6918,252
2020-12-31,Nacht in der Schweiz,252,5799,252
2020-11-14,Die Buchenwald-Kinder – Eine Schweizer Hilfsaktion,252,5113,252
2021-01-18,Anomalia,252,2733,252
2021-02-13,Zwiespalt,252,1962,252
2021-01-13,Cellule de crise,251,7508,251
2020-11-19,Helvetica,251,5989,251
2020-11-25,Quartier des banques,251,5907,251
2021-03-18,Es geschah am hellichten Tag,251,5310,251
2020-12-20,Nr. 47,251,3484,251
2021-01-07,Eden für jeden,250,7455,250
2020-11-15,Die Buchenwald-Kinder – Eine Schweizer Hilfsaktion,250,4426,250
2021-03-11,In cammino sul crinale,250,3071,250
2021-03-16,Seitentriebe,250,2961,250
2021-01-15,Cellule de crise,249,6134,249
2021-01-16,L heure du secret,249,5436,249
2021-03-14,Seitentriebe,249,2840,249
2021-01-22,L heure du secret,248,6151,248
2020-11-08,Station Horizon,247,4522,247
2021-01-21,Anomalia,247,3471,247
2020-11-07,Les évangéliques à la conquête du pouvoir,247,3079,247
2021-02-24,Seitentriebe,247,2994,247
2021-01-26,Haute route d hiver,246,2563,246
2021-02-27,Piff Paff Puff,245,8249,245
2021-02-14,Quartier des banques,245,7512,245
2021-01-09,Quartier des banques,245,7418,245
2020-12-15,Quartier des banques,245,7327,245
2021-03-05,Der Gast,245,6325,245
2020-12-11,Seitentriebe,245,3580,245
2021-01-03,Gotthard - One life; one soul,244,5150,244
2020-11-12,Gotthard,244,4740,244
2021-01-24,Haute route dhiver,244,2566,244
2020-12-01,Sur tous les fronts avec le CICR,244,1955,244
2021-01-04,Quartier des banques,243,8054,243
2021-03-12,Der Gast,243,6597,243
2020-12-05,Bis dass der Tod euch scheidet,243,5399,243
2020-12-10,Seitentriebe,243,3895,243
2021-01-22,Anomalia,243,3689,243
2020-12-22,Metta da fein,243,2805,243
2021-01-04,Eden für jeden,242,8803,242
2021-01-18,Quartier des banques,242,7769,242
2021-03-15,Beyond Boobs,242,3367,242
2021-03-14,In cammino sul crinale,242,2874,242
2020-11-14,Frühling im Herbst,242,2259,242
2020-12-20,Güsel - Die Abfalldetektive,242,1552,242
2020-12-24,Quartier des banques,241,6661,241
2020-11-11,Das Boot ist voll,241,3583,241
2021-02-15,Quartier des banques,240,7299,240
2020-11-17,Station Horizon,240,5633,240
2020-11-17,Anomalia,240,4337,240
2021-02-09,Quartier des banques,239,6631,239
2021-03-06,Quartier des banques,239,6009,239
2021-02-23,Quartier des banques,239,5291,239
2021-01-30,L heure du secret,239,5006,239
2020-11-16,Anomalia,239,3864,239
2021-02-27,Tatort – Züri brännt,239,2718,239
2020-12-20,Roiber und Poli,239,1448,239
2020-12-13,Roiber und Poli,239,1154,239
2020-11-07,Animalis,239,587,239
2021-01-21,Cellule de crise,238,7401,238
2021-03-14,L heure du secret,238,4455,238
2021-01-06,Nacht in der Schweiz,238,4080,238
2021-02-02,Frieden,237,7072,237
2021-02-04,Frieden,237,6343,237
2021-03-20,Seitentriebe,237,3031,237
2021-02-13,Frieden,236,7310,236
2020-12-02,Quartier des banques,236,7245,236
2021-03-09,Beyond Boobs,236,3309,236
2021-01-23,Frieden,235,6205,235
2020-12-11,Quartier des banques,234,7202,234
2020-11-07,Plötzlich Deutsch,234,5831,234
2021-03-21,Quartier des banques,234,5437,234
2021-01-11,L heure du secret,234,5124,234
2020-11-08,«Rega 1414 – Der Film»,234,3878,234
2020-11-07,Das Boot ist voll,234,3760,234
2021-03-06,Seitentriebe,234,2913,234
2020-12-27,Metta da fein,234,2503,234
2021-01-18,Frieden,233,6679,233
2021-01-01,Gotthard - One life; one soul,233,5186,233
2020-11-10,Gotthard,233,4546,233
2021-01-02,Nr. 47,233,4091,233
2021-01-23,Das Geheimnis von Murk,232,8439,232
2021-01-02,Break-Ups,232,529,232
2021-02-07,Via Alpina,231,5706,231
2020-11-12,EMS-Chemie – Dunkle Helfer nach dem Zweiten Weltkrieg,231,4773,231
2021-03-11,Seitentriebe,231,3144,231
2020-12-07,Quartier des banques,230,5899,230
2021-02-28,Frieden,230,5778,230
2020-11-08,Complices,230,5144,230
2021-01-19,Anomalia,230,2681,230
2021-02-12,Quartier des banques,229,7667,229
2021-01-31,Cellule de crise,229,6786,229
2021-02-08,Frieden,229,6393,229
2021-01-26,Frieden,229,6077,229
2021-02-24,Quartier des banques,229,5984,229
2021-03-14,Der Gast,229,5149,229
2020-12-24,Seitentriebe,229,3258,229
2021-01-22,Das Geheimnis von Murk,228,7405,228
2021-01-13,Quartier des banques,228,6530,228
2021-01-27,Frieden,228,5674,228
2021-01-10,L heure du secret,228,5548,228
2021-01-13,L heure du secret,228,5431,228
2020-12-16,Seitentriebe,226,3432,226
2020-12-03,Advent; Advent,226,1877,226
2021-01-22,Quartier des banques,225,7780,225
2021-01-23,Cellule de crise,225,6923,225
2021-01-02,Gotthard - One life; one soul,225,4206,225
2020-11-12,Anomalia,224,3927,224
2021-01-13,Mary Queen of Scots,224,3900,224
2021-03-12,Seitentriebe,224,2978,224
2020-11-10,Arthur,224,600,224
2021-02-22,Die göttliche Ordnung,223,7659,223
2021-03-17,Beyond Boobs,223,2918,223
2021-01-14,Cellule de crise,222,6515,222
2021-02-12,Amur senza fin,221,8767,221
2021-02-03,Quartier des banques,221,6832,221
2021-02-13,Quartier des banques,221,6754,221
2020-11-13,Gotthard,221,5857,221
2020-12-26,Port d attache,221,5737,221
2020-12-19,Helvetica,221,5499,221
2021-01-17,L heure du secret,221,5489,221
2021-01-08,L heure du secret,221,4907,221
2021-01-15,L heure du secret,221,4822,221
2020-12-02,Seitentriebe,221,3447,221
2020-11-09,Anomalia,221,2625,221
2020-11-13,Arthur,221,590,221
2021-02-11,Quartier des banques,220,7355,220
2021-01-19,Cellule de crise,220,6548,220
2021-01-02,Helvetica,220,6359,220
2021-02-28,L heure du secret,220,4454,220
2021-01-22,Haute route d hiver,220,2684,220
2021-01-26,Fake: Lügen im digitalen Zeitalter,220,608,220
2021-02-26,Quartier des banques,219,5563,219
2021-02-27,L heure du secret,219,3833,219
2021-01-25,Haute route d hiver,219,2903,219
2020-11-22,Messies - Ein schönes Chaos,218,9824,218
2021-01-12,Eden für jeden,218,7431,218
2021-01-19,Frieden,218,6610,218
2021-03-20,Quartier des banques,218,6239,218
2021-02-27,Quartier des banques,218,5304,218
2021-02-07,Cellule de crise,217,6514,217
2020-11-08,Plötzlich Deutsch,217,6219,217
2021-01-15,Quartier des banques,217,5985,217
2020-12-30,Advent; Advent,217,2749,217
2020-12-26,Lheure du secret,216,6012,216
2021-01-01,Helvetica,216,5979,216
2020-12-13,Helvetica,216,5267,216
2021-03-17,Quartier des banques,216,5010,216
2020-12-03,Seitentriebe,216,3268,216
2020-12-26,Füür: Episode I – Ein Border Collie und eine Tigerkatze,216,2786,216
2021-01-20,Frieden,215,6922,215
2021-02-28,Piff Paff Puff,215,6695,215
2021-01-02,Advent; Advent,215,2928,215
2021-02-09,Frieden,214,6011,214
2021-01-14,L heure du secret,214,5215,214
2020-12-27,Tatort – Züri brännt,214,4540,214
2020-12-18,Nr. 47,214,3849,214
2020-12-20,Der Geisterzug von Spiez,213,7557,213
2020-12-20,Helvetica,213,5829,213
2021-01-25,L heure du secret,213,4865,213
2021-01-10,Nacht in der Schweiz,213,4574,213
2021-01-21,Haute route d hiver,213,2438,213
2020-11-27,Quartier des banques,212,6316,212
2020-11-21,Helvetica,212,5783,212
2021-01-12,L heure du secret,212,4966,212
2021-01-04,Nacht in der Schweiz,212,4181,212
2020-12-21,Nr. 47,212,3441,212
2020-12-08,Seitentriebe,212,3154,212
2020-11-07,Wasserwelten,212,2087,212
2021-01-30,Quartier des banques,211,7165,211
2021-02-01,Cellule de crise,211,6917,211
2021-01-22,Frieden,211,6123,211
2020-11-08,Les évangéliques à la conquête du pouvoir,211,3053,211
2020-12-06,Sur tous les fronts avec le CICR,211,2526,211
2020-12-09,Quartier des banques,210,4654,210
2020-12-25,Metta da fein,210,2819,210
2021-03-21,Home,210,1700,210
2021-01-04,One More Jump,210,1272,210
2020-12-21,Der Postraub des Jahrhunderts,209,5781,209
2021-02-20,Quartier des banques,209,5305,209
2020-11-09,Akte Grüninger,209,2598,209
2020-12-26,Metta da fein,209,2388,209
2021-03-07,Handyman,209,1800,209
2021-02-06,Frieden,208,6446,208
2021-01-28,Frieden,208,5988,208
2021-01-12,Quartier des banques,208,5140,208
2020-11-10,Zabardast: journal intime en haute altitude,208,2942,208
2021-03-01,Seitentriebe,208,2767,208
2021-01-03,Advent; Advent,208,2735,208
2021-01-21,Frieden,207,6067,207
2021-03-06,Frieden,207,4353,207
2020-11-19,Usgrächnet Gähwilers,207,4104,207
2021-03-04,Tatort – Schoggiläbe,206,6410,206
2021-01-29,Quartier des banques,206,5949,206
2020-12-21,Güsel - Die Abfalldetektive,206,1495,206
2020-11-18,Double vie,205,4891,205
2020-12-07,Seitentriebe,205,3370,205
2021-01-03,Helvetica,204,5698,204
2021-02-10,Frieden,204,5240,204
2020-11-22,Complices,204,5236,204
2021-02-25,Quartier des banques,204,5166,204
2020-12-27,Le nevi della seta,204,4342,204
2020-11-15,EMS-Chemie – Dunkle Helfer nach dem Zweiten Weltkrieg,204,4090,204
2021-02-11,Seitentriebe,204,3252,204
2021-01-01,Nr. 47,204,2852,204
2020-12-28,Port d attache,203,5964,203
2021-01-27,Cellule de crise,203,5756,203
2021-01-31,L heure du secret,203,5484,203
2020-12-26,Seidenstrasse,203,3974,203
2020-12-23,Nr. 47,203,3158,203
2021-02-13,Amur senza fin,202,6729,202
2021-03-05,Quartier des banques,202,5070,202
2020-11-24,Anomalia,202,2563,202
2021-02-05,Frieden,201,5750,201
2021-01-26,Cellule de crise,201,5051,201
2020-11-16,Die Buchenwald-Kinder – Eine Schweizer Hilfsaktion,201,3794,201
2020-12-06,Bis dass der Tod euch scheidet,200,4225,200
2021-01-17,Abenteuer New York,200,4132,200
2020-11-28,Advent; Advent,200,2098,200
2021-01-16,Eden für jeden,199,7929,199
2020-11-11,Gotthard,199,4795,199
2021-01-09,Nacht in der Schweiz,199,4192,199
2020-11-30,Bis dass der Tod euch scheidet,199,3753,199
2021-01-25,Anomalia,199,2241,199
2021-03-18,Beyond Boobs,199,2216,199
2021-03-13,Mary Queen of Scots,198,6898,198
